block,pika_treatment,posion_plant_treatment,year,plant,forage_efficiency,yak,month
3,no pika,No S. chamaejasme,2022,grasses_10,71.1,yak_2,June
3,no pika,No S. chamaejasme,2022,forbs_11,62.3,yak_2,June
3,no pika,No S. chamaejasme,2022,sedges_12,223.6,yak_1,July
3,no pika,No S. chamaejasme,2022,grasses_13,63,yak_1,July
3,no pika,No S. chamaejasme,2022,forbs_14,24.8,yak_1,July
3,no pika,No S. chamaejasme,2022,sedges_15,297.3,yak_2,July
3,no pika,No S. chamaejasme,2022,grasses_16,113.3,yak_2,July
3,no pika,No S. chamaejasme,2022,forbs_17,60.3,yak_2,July
3,no pika,No S. chamaejasme,2022,sedges_18,252.9,yak_1,August
3,no pika,No S. chamaejasme,2022,grasses_19,113.5,yak_1,August
3,no pika,No S. chamaejasme,2022,forbs_20,41.6,yak_1,August
3,no pika,No S. chamaejasme,2022,sedges_21,194.9,yak_2,August
3,no pika,No S. chamaejasme,2022,grasses_22,64,yak_2,August
3,no pika,No S. chamaejasme,2022,forbs_23,29.3,yak_2,August
4,no pika,No S. chamaejasme,2022,sedges_6,296.8,yak_1,June
4,no pika,No S. chamaejasme,2022,grasses_7,204.3,yak_1,June
4,no pika,No S. chamaejasme,2022,forbs_8,80,yak_1,June
4,no pika,No S. chamaejasme,2022,sedges_9,273.6,yak_2,June
4,no pika,No S. chamaejasme,2022,grasses_10,107.1,yak_2,June
4,no pika,No S. chamaejasme,2022,forbs_11,93,yak_2,June
4,no pika,No S. chamaejasme,2022,sedges_12,352.9,yak_1,July
4,no pika,No S. chamaejasme,2022,grasses_13,186.2,yak_1,July
4,no pika,No S. chamaejasme,2022,forbs_14,118.8,yak_1,July
4,no pika,No S. chamaejasme,2022,sedges_15,285.7,yak_2,July
4,no pika,No S. chamaejasme,2022,grasses_16,204.4,yak_2,July
4,no pika,No S. chamaejasme,2022,forbs_17,97.4,yak_2,July
4,no pika,No S. chamaejasme,2022,sedges_18,298.7,yak_1,August
4,no pika,No S. chamaejasme,2022,grasses_19,205.1,yak_1,August
4,no pika,No S. chamaejasme,2022,forbs_20,43.6,yak_1,August
4,no pika,No S. chamaejasme,2022,sedges_21,182.7,yak_2,August
4,no pika,No S. chamaejasme,2022,grasses_22,159.1,yak_2,August
4,no pika,No S. chamaejasme,2022,forbs_23,119.6,yak_2,August
1,pika,No S. chamaejasme,2022,sedges_6,262.7,yak_1,June
1,pika,No S. chamaejasme,2022,grasses_7,93.1,yak_1,June
1,pika,No S. chamaejasme,2022,forbs_8,79,yak_1,June
1,pika,No S. chamaejasme,2022,sedges_9,220.3,yak_2,June
1,pika,No S. chamaejasme,2022,grasses_10,126.9,yak_2,June
1,pika,No S. chamaejasme,2022,forbs_11,32.4,yak_2,June
1,pika,No S. chamaejasme,2022,sedges_12,248.4,yak_1,July
1,pika,No S. chamaejasme,2022,grasses_13,81.1,yak_1,July
1,pika,No S. chamaejasme,2022,forbs_14,32,yak_1,July
1,pika,No S. chamaejasme,2022,sedges_15,248.1,yak_2,July
1,pika,No S. chamaejasme,2022,grasses_16,127.1,yak_2,July
1,pika,No S. chamaejasme,2022,forbs_17,40,yak_2,July
1,pika,No S. chamaejasme,2022,sedges_18,289.3,yak_1,August
1,pika,No S. chamaejasme,2022,grasses_19,143.8,yak_1,August
1,pika,No S. chamaejasme,2022,forbs_20,86.7,yak_1,August
1,pika,No S. chamaejasme,2022,sedges_21,282.3,yak_2,August
1,pika,No S. chamaejasme,2022,grasses_22,168.6,yak_2,August
1,pika,No S. chamaejasme,2022,forbs_23,97.3,yak_2,August
2,pika,No S. chamaejasme,2022,sedges_6,289.4,yak_1,June
2,pika,No S. chamaejasme,2022,grasses_7,153.6,yak_1,June
2,pika,No S. chamaejasme,2022,forbs_8,82.6,yak_1,June
2,pika,No S. chamaejasme,2022,sedges_9,211.6,yak_2,June
2,pika,No S. chamaejasme,2022,grasses_10,68.1,yak_2,June
2,pika,No S. chamaejasme,2022,forbs_11,122.6,yak_2,June
2,pika,No S. chamaejasme,2022,sedges_12,268.7,yak_1,July
2,pika,No S. chamaejasme,2022,grasses_13,137.6,yak_1,July
2,pika,No S. chamaejasme,2022,forbs_14,124.9,yak_1,July
2,pika,No S. chamaejasme,2022,sedges_15,205.3,yak_2,July
2,pika,No S. chamaejasme,2022,grasses_16,100,yak_2,July
2,pika,No S. chamaejasme,2022,forbs_17,104.4,yak_2,July
2,pika,No S. chamaejasme,2022,sedges_18,254.7,yak_1,August
2,pika,No S. chamaejasme,2022,grasses_19,161.3,yak_1,August
2,pika,No S. chamaejasme,2022,forbs_20,129.8,yak_1,August
2,pika,No S. chamaejasme,2022,sedges_21,298.7,yak_2,August
2,pika,No S. chamaejasme,2022,grasses_22,129.6,yak_2,August
2,pika,No S. chamaejasme,2022,forbs_23,144.2,yak_2,August
3,pika,No S. chamaejasme,2022,sedges_6,267.8,yak_1,June
3,pika,No S. chamaejasme,2022,grasses_7,102.7,yak_1,June
3,pika,No S. chamaejasme,2022,forbs_8,77.9,yak_1,June
3,pika,No S. chamaejasme,2022,sedges_9,318.4,yak_2,June
3,pika,No S. chamaejasme,2022,grasses_10,171.6,yak_2,June
3,pika,No S. chamaejasme,2022,forbs_11,143,yak_2,June
3,pika,No S. chamaejasme,2022,sedges_12,284.9,yak_1,July
3,pika,No S. chamaejasme,2022,grasses_13,124,yak_1,July
3,pika,No S. chamaejasme,2022,forbs_14,21.2,yak_1,July
3,pika,No S. chamaejasme,2022,sedges_15,336.6,yak_2,July
3,pika,No S. chamaejasme,2022,grasses_16,163.1,yak_2,July
3,pika,No S. chamaejasme,2022,forbs_17,81,yak_2,July
3,pika,No S. chamaejasme,2022,sedges_18,350.8,yak_1,August
3,pika,No S. chamaejasme,2022,grasses_19,153.3,yak_1,August
3,pika,No S. chamaejasme,2022,forbs_20,101.1,yak_1,August
3,pika,No S. chamaejasme,2022,sedges_21,363.8,yak_2,August
3,pika,No S. chamaejasme,2022,grasses_22,158.7,yak_2,August
3,pika,No S. chamaejasme,2022,forbs_23,153.5,yak_2,August
4,pika,No S. chamaejasme,2022,sedges_6,253,yak_1,June
4,pika,No S. chamaejasme,2022,grasses_7,128.2,yak_1,June
4,pika,No S. chamaejasme,2022,forbs_8,72.8,yak_1,June
4,pika,No S. chamaejasme,2022,sedges_9,323.1,yak_2,June
4,pika,No S. chamaejasme,2022,grasses_10,180.3,yak_2,June
4,pika,No S. chamaejasme,2022,forbs_11,102.9,yak_2,June
4,pika,No S. chamaejasme,2022,sedges_12,302.3,yak_1,July
4,pika,No S. chamaejasme,2022,grasses_13,118.8,yak_1,July
4,pika,No S. chamaejasme,2022,forbs_14,33.6,yak_1,July
4,pika,No S. chamaejasme,2022,sedges_15,204.7,yak_2,July
4,pika,No S. chamaejasme,2022,grasses_16,218,yak_2,July
4,pika,No S. chamaejasme,2022,forbs_17,48.4,yak_2,July
4,pika,No S. chamaejasme,2022,sedges_18,242.6,yak_1,August
4,pika,No S. chamaejasme,2022,grasses_19,227.1,yak_1,August
4,pika,No S. chamaejasme,2022,forbs_20,110.7,yak_1,August
4,pika,No S. chamaejasme,2022,sedges_21,301.9,yak_2,August
4,pika,No S. chamaejasme,2022,grasses_22,196.9,yak_2,August
4,pika,No S. chamaejasme,2022,forbs_23,182.9,yak_2,August
1,no pika,S. chamaejasme,2022,sedges_6,157.3,yak_1,June
1,no pika,S. chamaejasme,2022,grasses_7,78.8,yak_1,June
1,no pika,S. chamaejasme,2022,forbs_8,104.8,yak_1,June
1,no pika,S. chamaejasme,2022,sedges_9,213.1,yak_2,June
1,no pika,S. chamaejasme,2022,grasses_10,98.3,yak_2,June
1,no pika,S. chamaejasme,2022,forbs_11,86.6,yak_2,June
1,no pika,S. chamaejasme,2022,sedges_12,152.3,yak_1,July
1,no pika,S. chamaejasme,2022,grasses_13,88.1,yak_1,July
1,no pika,S. chamaejasme,2022,forbs_14,109.6,yak_1,July
1,no pika,S. chamaejasme,2022,sedges_15,309.1,yak_2,July
1,no pika,S. chamaejasme,2022,grasses_16,114.7,yak_2,July
1,no pika,S. chamaejasme,2022,forbs_17,101.3,yak_2,July
1,no pika,S. chamaejasme,2022,sedges_18,264.4,yak_1,August
1,no pika,S. chamaejasme,2022,grasses_19,108.8,yak_1,August
1,no pika,S. chamaejasme,2022,forbs_20,112,yak_1,August
1,no pika,S. chamaejasme,2022,sedges_21,193,yak_2,August
1,no pika,S. chamaejasme,2022,grasses_22,93.8,yak_2,August
1,no pika,S. chamaejasme,2022,forbs_23,125.3,yak_2,August
2,no pika,S. chamaejasme,2022,sedges_6,245.3,yak_1,June
2,no pika,S. chamaejasme,2022,grasses_7,61.3,yak_1,June
2,no pika,S. chamaejasme,2022,forbs_8,122.3,yak_1,June
2,no pika,S. chamaejasme,2022,sedges_9,118.6,yak_2,June
2,no pika,S. chamaejasme,2022,grasses_10,108,yak_2,June
2,no pika,S. chamaejasme,2022,forbs_11,143.8,yak_2,June
2,no pika,S. chamaejasme,2022,sedges_12,244.8,yak_1,July
2,no pika,S. chamaejasme,2022,grasses_13,92,yak_1,July
2,no pika,S. chamaejasme,2022,forbs_14,74.1,yak_1,July
2,no pika,S. chamaejasme,2022,sedges_15,205.4,yak_2,July
2,no pika,S. chamaejasme,2022,grasses_16,70.7,yak_2,July
2,no pika,S. chamaejasme,2022,forbs_17,88.3,yak_2,July
2,no pika,S. chamaejasme,2022,sedges_18,206.8,yak_1,August
2,no pika,S. chamaejasme,2022,grasses_19,80.6,yak_1,August
2,no pika,S. chamaejasme,2022,forbs_20,64.6,yak_1,August
2,no pika,S. chamaejasme,2022,sedges_21,285.1,yak_2,August
2,no pika,S. chamaejasme,2022,grasses_22,77.3,yak_2,August
2,no pika,S. chamaejasme,2022,forbs_23,123.3,yak_2,August
3,no pika,S. chamaejasme,2022,sedges_6,111.8,yak_1,June
3,no pika,S. chamaejasme,2022,grasses_7,115,yak_1,June
3,no pika,S. chamaejasme,2022,forbs_8,113.3,yak_1,June
3,no pika,S. chamaejasme,2022,sedges_9,173.8,yak_2,June
3,no pika,S. chamaejasme,2022,grasses_10,133.3,yak_2,June
3,no pika,S. chamaejasme,2022,forbs_11,47.3,yak_2,June
3,no pika,S. chamaejasme,2022,sedges_12,156.6,yak_1,July
3,no pika,S. chamaejasme,2022,grasses_13,167.6,yak_1,July
3,no pika,S. chamaejasme,2022,forbs_14,114.6,yak_1,July
3,no pika,S. chamaejasme,2022,sedges_15,223.6,yak_2,July
3,no pika,S. chamaejasme,2022,grasses_16,124,yak_2,July
3,no pika,S. chamaejasme,2022,forbs_17,99.4,yak_2,July
3,no pika,S. chamaejasme,2022,sedges_18,169.1,yak_1,August
3,no pika,S. chamaejasme,2022,grasses_19,125.3,yak_1,August
3,no pika,S. chamaejasme,2022,forbs_20,45.2,yak_1,August
3,no pika,S. chamaejasme,2022,sedges_21,192.3,yak_2,August
3,no pika,S. chamaejasme,2022,grasses_22,135.3,yak_2,August
3,no pika,S. chamaejasme,2022,forbs_23,58.5,yak_2,August
4,no pika,S. chamaejasme,2022,sedges_6,143.8,yak_1,June
4,no pika,S. chamaejasme,2022,grasses_7,69.3,yak_1,June
4,no pika,S. chamaejasme,2022,forbs_8,143.6,yak_1,June
4,no pika,S. chamaejasme,2022,sedges_9,106.7,yak_2,June
4,no pika,S. chamaejasme,2022,grasses_10,76,yak_2,June
4,no pika,S. chamaejasme,2022,forbs_11,124.7,yak_2,June
4,no pika,S. chamaejasme,2022,sedges_12,116,yak_1,July
4,no pika,S. chamaejasme,2022,grasses_13,96.3,yak_1,July
4,no pika,S. chamaejasme,2022,forbs_14,61.8,yak_1,July
4,no pika,S. chamaejasme,2022,sedges_15,126,yak_2,July
4,no pika,S. chamaejasme,2022,grasses_16,105.1,yak_2,July
4,no pika,S. chamaejasme,2022,forbs_17,73.1,yak_2,July
4,no pika,S. chamaejasme,2022,sedges_18,154.3,yak_1,August
4,no pika,S. chamaejasme,2022,grasses_19,93.8,yak_1,August
4,no pika,S. chamaejasme,2022,forbs_20,85.1,yak_1,August
4,no pika,S. chamaejasme,2022,sedges_21,139.2,yak_2,August
4,no pika,S. chamaejasme,2022,grasses_22,180.1,yak_2,August
4,no pika,S. chamaejasme,2022,forbs_23,84.8,yak_2,August
1,pika,S. chamaejasme,2022,sedges_6,236.1,yak_1,June
1,pika,S. chamaejasme,2022,grasses_7,103.3,yak_1,June
1,pika,S. chamaejasme,2022,forbs_8,96,yak_1,June
1,pika,S. chamaejasme,2022,sedges_9,238.4,yak_2,June
1,pika,S. chamaejasme,2022,grasses_10,163.8,yak_2,June
1,pika,S. chamaejasme,2022,forbs_11,116.6,yak_2,June
1,pika,S. chamaejasme,2022,sedges_12,348.7,yak_1,July
1,pika,S. chamaejasme,2022,grasses_13,155.7,yak_1,July
1,pika,S. chamaejasme,2022,forbs_14,188.9,yak_1,July
1,pika,S. chamaejasme,2022,sedges_15,265.1,yak_2,July
1,pika,S. chamaejasme,2022,grasses_16,156,yak_2,July
1,pika,S. chamaejasme,2022,forbs_17,59.6,yak_2,July
1,pika,S. chamaejasme,2022,sedges_18,307,yak_1,August
1,pika,S. chamaejasme,2022,grasses_19,163.6,yak_1,August
1,pika,S. chamaejasme,2022,forbs_20,80.6,yak_1,August
1,pika,S. chamaejasme,2022,sedges_21,296.9,yak_2,August
1,pika,S. chamaejasme,2022,grasses_22,122.7,yak_2,August
1,pika,S. chamaejasme,2022,forbs_23,122.1,yak_2,August
2,pika,S. chamaejasme,2022,sedges_6,215.9,yak_1,June
2,pika,S. chamaejasme,2022,grasses_7,162.7,yak_1,June
2,pika,S. chamaejasme,2022,forbs_8,85.7,yak_1,June
2,pika,S. chamaejasme,2022,sedges_9,268.6,yak_2,June
2,pika,S. chamaejasme,2022,grasses_10,120.9,yak_2,June
2,pika,S. chamaejasme,2022,forbs_11,128.1,yak_2,June
2,pika,S. chamaejasme,2022,sedges_12,273.4,yak_1,July
2,pika,S. chamaejasme,2022,grasses_13,180.6,yak_1,July
2,pika,S. chamaejasme,2022,forbs_14,115.1,yak_1,July
2,pika,S. chamaejasme,2022,sedges_15,280.8,yak_2,July
2,pika,S. chamaejasme,2022,grasses_16,181.3,yak_2,July
2,pika,S. chamaejasme,2022,forbs_17,89.8,yak_2,July
2,pika,S. chamaejasme,2022,sedges_18,343.8,yak_1,August
2,pika,S. chamaejasme,2022,grasses_19,142.7,yak_1,August
2,pika,S. chamaejasme,2022,forbs_20,72,yak_1,August
2,pika,S. chamaejasme,2022,sedges_21,352,yak_2,August
2,pika,S. chamaejasme,2022,grasses_22,140.8,yak_2,August
2,pika,S. chamaejasme,2022,forbs_23,77.3,yak_2,August
3,pika,S. chamaejasme,2022,sedges_6,206.3,yak_1,June
3,pika,S. chamaejasme,2022,grasses_7,127.1,yak_1,June
3,pika,S. chamaejasme,2022,forbs_8,56.3,yak_1,June
3,pika,S. chamaejasme,2022,sedges_9,222.3,yak_2,June
3,pika,S. chamaejasme,2022,grasses_10,230,yak_2,June
3,pika,S. chamaejasme,2022,forbs_11,65.5,yak_2,June
3,pika,S. chamaejasme,2022,sedges_12,235.4,yak_1,July
3,pika,S. chamaejasme,2022,grasses_13,110.3,yak_1,July
3,pika,S. chamaejasme,2022,forbs_14,40.4,yak_1,July
3,pika,S. chamaejasme,2022,sedges_15,263.8,yak_2,July
3,pika,S. chamaejasme,2022,grasses_16,158,yak_2,July
3,pika,S. chamaejasme,2022,forbs_17,70.8,yak_2,July
3,pika,S. chamaejasme,2022,sedges_18,246.9,yak_1,August
3,pika,S. chamaejasme,2022,grasses_19,134.6,yak_1,August
3,pika,S. chamaejasme,2022,forbs_20,118.9,yak_1,August
3,pika,S. chamaejasme,2022,sedges_21,369.3,yak_2,August
3,pika,S. chamaejasme,2022,grasses_22,102.3,yak_2,August
3,pika,S. chamaejasme,2022,forbs_23,85.6,yak_2,August
4,pika,S. chamaejasme,2022,sedges_6,288.1,yak_1,June
4,pika,S. chamaejasme,2022,grasses_7,118.3,yak_1,June
4,pika,S. chamaejasme,2022,forbs_8,113.4,yak_1,June
4,pika,S. chamaejasme,2022,sedges_9,303.8,yak_2,June
4,pika,S. chamaejasme,2022,grasses_10,127.3,yak_2,June
4,pika,S. chamaejasme,2022,forbs_11,160.4,yak_2,June
4,pika,S. chamaejasme,2022,sedges_12,303,yak_1,July
4,pika,S. chamaejasme,2022,grasses_13,172.3,yak_1,July
4,pika,S. chamaejasme,2022,forbs_14,96,yak_1,July
4,pika,S. chamaejasme,2022,sedges_15,162.9,yak_2,July
4,pika,S. chamaejasme,2022,grasses_16,145.3,yak_2,July
4,pika,S. chamaejasme,2022,forbs_17,37.7,yak_2,July
4,pika,S. chamaejasme,2022,sedges_18,337.3,yak_1,August
4,pika,S. chamaejasme,2022,grasses_19,118.9,yak_1,August
4,pika,S. chamaejasme,2022,forbs_20,88,yak_1,August
4,pika,S. chamaejasme,2022,sedges_21,229.6,yak_2,August
4,pika,S. chamaejasme,2022,grasses_22,140.8,yak_2,August
4,pika,S. chamaejasme,2022,forbs_23,61.6,yak_2,August
1,no pika,No S. chamaejasme,2023,sedges_6,321.4,yak_1,June
1,no pika,No S. chamaejasme,2023,grasses_7,110.7,yak_1,June
1,no pika,No S. chamaejasme,2023,forbs_8,82.7,yak_1,June
1,no pika,No S. chamaejasme,2023,sedges_9,371.8,yak_2,June
1,no pika,No S. chamaejasme,2023,grasses_10,211.3,yak_2,June
1,no pika,No S. chamaejasme,2023,forbs_11,63.3,yak_2,June
1,no pika,No S. chamaejasme,2023,sedges_12,348.9,yak_1,July
1,no pika,No S. chamaejasme,2023,grasses_13,126.6,yak_1,July
1,no pika,No S. chamaejasme,2023,forbs_14,107.6,yak_1,July
1,no pika,No S. chamaejasme,2023,sedges_15,260.5,yak_2,July
1,no pika,No S. chamaejasme,2023,grasses_16,179.9,yak_2,July
1,no pika,No S. chamaejasme,2023,forbs_17,69.3,yak_2,July
1,no pika,No S. chamaejasme,2023,sedges_18,247.8,yak_1,August
1,no pika,No S. chamaejasme,2023,grasses_19,106.9,yak_1,August
1,no pika,No S. chamaejasme,2023,forbs_20,52.1,yak_1,August
1,no pika,No S. chamaejasme,2023,sedges_21,253.4,yak_2,August
1,no pika,No S. chamaejasme,2023,grasses_22,103,yak_2,August
1,no pika,No S. chamaejasme,2023,forbs_23,98.3,yak_2,August
2,no pika,No S. chamaejasme,2023,sedges_6,286.3,yak_1,June
2,no pika,No S. chamaejasme,2023,grasses_7,204.6,yak_1,June
2,no pika,No S. chamaejasme,2023,forbs_8,72.1,yak_1,June
2,no pika,No S. chamaejasme,2023,sedges_9,271,yak_2,June
2,no pika,No S. chamaejasme,2023,grasses_10,249.3,yak_2,June
2,no pika,No S. chamaejasme,2023,forbs_11,68.6,yak_2,June
2,no pika,No S. chamaejasme,2023,sedges_12,326.8,yak_1,July
2,no pika,No S. chamaejasme,2023,grasses_13,152.3,yak_1,July
2,no pika,No S. chamaejasme,2023,forbs_14,84,yak_1,July
2,no pika,No S. chamaejasme,2023,sedges_15,297.3,yak_2,July
2,no pika,No S. chamaejasme,2023,grasses_16,198.7,yak_2,July
2,no pika,No S. chamaejasme,2023,forbs_17,101.3,yak_2,July
2,no pika,No S. chamaejasme,2023,sedges_18,295.5,yak_1,August
2,no pika,No S. chamaejasme,2023,grasses_19,195.8,yak_1,August
2,no pika,No S. chamaejasme,2023,forbs_20,69.1,yak_1,August
2,no pika,No S. chamaejasme,2023,sedges_21,210.8,yak_2,August
2,no pika,No S. chamaejasme,2023,grasses_22,145.4,yak_2,August
2,no pika,No S. chamaejasme,2023,forbs_23,65.3,yak_2,August
3,no pika,No S. chamaejasme,2023,sedges_6,243.4,yak_1,June
3,no pika,No S. chamaejasme,2023,grasses_7,71.7,yak_1,June
3,no pika,No S. chamaejasme,2023,forbs_8,103,yak_1,June
3,no pika,No S. chamaejasme,2023,sedges_9,344.6,yak_2,June
3,no pika,No S. chamaejasme,2023,grasses_10,113.8,yak_2,June
3,no pika,No S. chamaejasme,2023,forbs_11,102.1,yak_2,June
3,no pika,No S. chamaejasme,2023,sedges_12,427.9,yak_1,July
3,no pika,No S. chamaejasme,2023,grasses_13,120,yak_1,July
3,no pika,No S. chamaejasme,2023,forbs_14,52.3,yak_1,July
3,no pika,No S. chamaejasme,2023,sedges_15,247.3,yak_2,July
3,no pika,No S. chamaejasme,2023,grasses_16,209.4,yak_2,July
3,no pika,No S. chamaejasme,2023,forbs_17,44.1,yak_2,July
3,no pika,No S. chamaejasme,2023,sedges_18,182.7,yak_1,August
3,no pika,No S. chamaejasme,2023,grasses_19,310.4,yak_1,August
3,no pika,No S. chamaejasme,2023,forbs_20,97.3,yak_1,August
3,no pika,No S. chamaejasme,2023,sedges_21,309.3,yak_2,August
3,no pika,No S. chamaejasme,2023,grasses_22,180,yak_2,August
3,no pika,No S. chamaejasme,2023,forbs_23,38.5,yak_2,August
4,no pika,No S. chamaejasme,2023,sedges_6,254.7,yak_1,June
4,no pika,No S. chamaejasme,2023,grasses_7,167.7,yak_1,June
4,no pika,No S. chamaejasme,2023,forbs_8,87.7,yak_1,June
4,no pika,No S. chamaejasme,2023,sedges_9,195.8,yak_2,June
4,no pika,No S. chamaejasme,2023,grasses_10,245.9,yak_2,June
4,no pika,No S. chamaejasme,2023,forbs_11,91.3,yak_2,June
4,no pika,No S. chamaejasme,2023,sedges_12,410.7,yak_1,July
4,no pika,No S. chamaejasme,2023,grasses_13,105.8,yak_1,July
4,no pika,No S. chamaejasme,2023,forbs_14,95.4,yak_1,July
4,no pika,No S. chamaejasme,2023,sedges_15,180,yak_2,July
4,no pika,No S. chamaejasme,2023,grasses_16,113.2,yak_2,July
4,no pika,No S. chamaejasme,2023,forbs_17,123.4,yak_2,July
4,no pika,No S. chamaejasme,2023,sedges_18,310.1,yak_1,August
4,no pika,No S. chamaejasme,2023,grasses_19,104,yak_1,August
4,no pika,No S. chamaejasme,2023,forbs_20,86.8,yak_1,August
4,no pika,No S. chamaejasme,2023,sedges_21,197.8,yak_2,August
4,no pika,No S. chamaejasme,2023,grasses_22,169.8,yak_2,August
4,no pika,No S. chamaejasme,2023,forbs_23,74.2,yak_2,August
1,pika,No S. chamaejasme,2023,sedges_6,420.4,yak_1,June
1,pika,No S. chamaejasme,2023,grasses_7,237.8,yak_1,June
1,pika,No S. chamaejasme,2023,forbs_8,87.3,yak_1,June
1,pika,No S. chamaejasme,2023,sedges_9,347.9,yak_2,June
1,pika,No S. chamaejasme,2023,grasses_10,98.2,yak_2,June
1,pika,No S. chamaejasme,2023,forbs_11,114.3,yak_2,June
1,pika,No S. chamaejasme,2023,sedges_12,349.8,yak_1,July
1,pika,No S. chamaejasme,2023,grasses_13,176.9,yak_1,July
1,pika,No S. chamaejasme,2023,forbs_14,141.3,yak_1,July
1,pika,No S. chamaejasme,2023,sedges_15,236.3,yak_2,July
1,pika,No S. chamaejasme,2023,grasses_16,136,yak_2,July
1,pika,No S. chamaejasme,2023,forbs_17,86.7,yak_2,July
1,pika,No S. chamaejasme,2023,sedges_18,313.2,yak_1,August
1,pika,No S. chamaejasme,2023,grasses_19,177.4,yak_1,August
1,pika,No S. chamaejasme,2023,forbs_20,109.1,yak_1,August
1,pika,No S. chamaejasme,2023,sedges_21,327.9,yak_2,August
1,pika,No S. chamaejasme,2023,grasses_22,179.6,yak_2,August
1,pika,No S. chamaejasme,2023,forbs_23,97.9,yak_2,August
2,pika,No S. chamaejasme,2023,sedges_6,377.4,yak_1,June
2,pika,No S. chamaejasme,2023,grasses_7,187.4,yak_1,June
2,pika,No S. chamaejasme,2023,forbs_8,53.2,yak_1,June
2,pika,No S. chamaejasme,2023,sedges_9,232,yak_2,June
2,pika,No S. chamaejasme,2023,grasses_10,222.1,yak_2,June
2,pika,No S. chamaejasme,2023,forbs_11,81.3,yak_2,June
2,pika,No S. chamaejasme,2023,sedges_12,260.4,yak_1,July
2,pika,No S. chamaejasme,2023,grasses_13,160.4,yak_1,July
2,pika,No S. chamaejasme,2023,forbs_14,70.3,yak_1,July
2,pika,No S. chamaejasme,2023,sedges_15,358.7,yak_2,July
2,pika,No S. chamaejasme,2023,grasses_16,119.8,yak_2,July
2,pika,No S. chamaejasme,2023,forbs_17,61.4,yak_2,July
2,pika,No S. chamaejasme,2023,sedges_18,257.8,yak_1,August
2,pika,No S. chamaejasme,2023,grasses_19,103.8,yak_1,August
2,pika,No S. chamaejasme,2023,forbs_20,86.3,yak_1,August
2,pika,No S. chamaejasme,2023,sedges_21,195.8,yak_2,August
2,pika,No S. chamaejasme,2023,grasses_22,112.3,yak_2,August
2,pika,No S. chamaejasme,2023,forbs_23,101.3,yak_2,August
3,pika,No S. chamaejasme,2023,sedges_6,336.9,yak_1,June
3,pika,No S. chamaejasme,2023,grasses_7,114.7,yak_1,June
