block,pika_treatment,posion_plant_treatment,year,plant,forage_efficiency,yak,month
2,no pika,No S. chamaejasme,2022,grasses_23,128.9,yak_1,August
2,no pika,No S. chamaejasme,2022,forbs_24,122.7,yak_1,August
2,no pika,No S. chamaejasme,2022,total_25,525,yak_1,August
2,no pika,No S. chamaejasme,2022,sedges_26,302.3,yak_1,August
2,no pika,No S. chamaejasme,2022,grasses_27,214.6,yak_1,August
2,no pika,No S. chamaejasme,2022,forbs_28,121.6,yak_1,August
2,no pika,No S. chamaejasme,2022,total_29,638.4,yak_1,August
3,no pika,No S. chamaejasme,2022,sedges_6,360.4,yak_1,June
3,no pika,No S. chamaejasme,2022,grasses_7,128.2,yak_1,June
3,no pika,No S. chamaejasme,2022,forbs_8,89.6,yak_1,June
3,no pika,No S. chamaejasme,2022,total_9,578.2,yak_1,June
3,no pika,No S. chamaejasme,2022,sedges_10,262.3,yak_2,June
3,no pika,No S. chamaejasme,2022,grasses_11,71.1,yak_2,June
3,no pika,No S. chamaejasme,2022,forbs_12,62.3,yak_2,June
3,no pika,No S. chamaejasme,2022,total_13,395.6,yak_2,June
3,no pika,No S. chamaejasme,2022,sedges_14,223.6,yak_1,July
3,no pika,No S. chamaejasme,2022,grasses_15,63,yak_1,July
3,no pika,No S. chamaejasme,2022,forbs_16,24.8,yak_1,July
3,no pika,No S. chamaejasme,2022,total_17,311.3,yak_1,July
3,no pika,No S. chamaejasme,2022,sedges_18,297.3,yak_2,July
3,no pika,No S. chamaejasme,2022,grasses_19,113.3,yak_2,July
3,no pika,No S. chamaejasme,2022,forbs_20,60.3,yak_2,July
3,no pika,No S. chamaejasme,2022,total_21,470.9,yak_2,July
3,no pika,No S. chamaejasme,2022,sedges_22,252.9,yak_1,August
3,no pika,No S. chamaejasme,2022,grasses_23,113.5,yak_1,August
3,no pika,No S. chamaejasme,2022,forbs_24,41.6,yak_1,August
3,no pika,No S. chamaejasme,2022,total_25,408,yak_1,August
3,no pika,No S. chamaejasme,2022,sedges_26,194.9,yak_1,August
3,no pika,No S. chamaejasme,2022,grasses_27,64,yak_1,August
3,no pika,No S. chamaejasme,2022,forbs_28,29.3,yak_1,August
3,no pika,No S. chamaejasme,2022,total_29,288.3,yak_1,August
4,no pika,No S. chamaejasme,2022,sedges_6,296.8,yak_1,June
4,no pika,No S. chamaejasme,2022,grasses_7,204.3,yak_1,June
4,no pika,No S. chamaejasme,2022,forbs_8,80,yak_1,June
4,no pika,No S. chamaejasme,2022,total_9,581,yak_1,June
4,no pika,No S. chamaejasme,2022,sedges_10,273.6,yak_2,June
4,no pika,No S. chamaejasme,2022,grasses_11,107.1,yak_2,June
4,no pika,No S. chamaejasme,2022,forbs_12,93,yak_2,June
4,no pika,No S. chamaejasme,2022,total_13,473.7,yak_2,June
4,no pika,No S. chamaejasme,2022,sedges_14,352.9,yak_1,July
4,no pika,No S. chamaejasme,2022,grasses_15,186.2,yak_1,July
4,no pika,No S. chamaejasme,2022,forbs_16,118.8,yak_1,July
4,no pika,No S. chamaejasme,2022,total_17,657.8,yak_1,July
4,no pika,No S. chamaejasme,2022,sedges_18,285.7,yak_2,July
4,no pika,No S. chamaejasme,2022,grasses_19,204.4,yak_2,July
4,no pika,No S. chamaejasme,2022,forbs_20,97.4,yak_2,July
4,no pika,No S. chamaejasme,2022,total_21,587.5,yak_2,July
4,no pika,No S. chamaejasme,2022,sedges_22,298.7,yak_1,August
4,no pika,No S. chamaejasme,2022,grasses_23,205.1,yak_1,August
4,no pika,No S. chamaejasme,2022,forbs_24,43.6,yak_1,August
4,no pika,No S. chamaejasme,2022,total_25,547.3,yak_1,August
4,no pika,No S. chamaejasme,2022,sedges_26,182.7,yak_1,August
4,no pika,No S. chamaejasme,2022,grasses_27,159.1,yak_1,August
4,no pika,No S. chamaejasme,2022,forbs_28,119.6,yak_1,August
4,no pika,No S. chamaejasme,2022,total_29,461.3,yak_1,August
1,pika,No S. chamaejasme,2022,sedges_6,262.7,yak_1,June
1,pika,No S. chamaejasme,2022,grasses_7,93.1,yak_1,June
1,pika,No S. chamaejasme,2022,forbs_8,79,yak_1,June
1,pika,No S. chamaejasme,2022,total_9,434.8,yak_1,June
1,pika,No S. chamaejasme,2022,sedges_10,220.3,yak_2,June
1,pika,No S. chamaejasme,2022,grasses_11,126.9,yak_2,June
1,pika,No S. chamaejasme,2022,forbs_12,32.4,yak_2,June
1,pika,No S. chamaejasme,2022,total_13,379.7,yak_2,June
1,pika,No S. chamaejasme,2022,sedges_14,248.4,yak_1,July
1,pika,No S. chamaejasme,2022,grasses_15,81.1,yak_1,July
1,pika,No S. chamaejasme,2022,forbs_16,32,yak_1,July
1,pika,No S. chamaejasme,2022,total_17,361.5,yak_1,July
1,pika,No S. chamaejasme,2022,sedges_18,248.1,yak_2,July
1,pika,No S. chamaejasme,2022,grasses_19,127.1,yak_2,July
1,pika,No S. chamaejasme,2022,forbs_20,40,yak_2,July
1,pika,No S. chamaejasme,2022,total_21,415.2,yak_2,July
1,pika,No S. chamaejasme,2022,sedges_22,289.3,yak_1,August
1,pika,No S. chamaejasme,2022,grasses_23,143.8,yak_1,August
1,pika,No S. chamaejasme,2022,forbs_24,86.7,yak_1,August
1,pika,No S. chamaejasme,2022,total_25,519.7,yak_1,August
1,pika,No S. chamaejasme,2022,sedges_26,282.3,yak_1,August
1,pika,No S. chamaejasme,2022,grasses_27,168.6,yak_1,August
1,pika,No S. chamaejasme,2022,forbs_28,97.3,yak_1,August
1,pika,No S. chamaejasme,2022,total_29,548.2,yak_1,August
2,pika,No S. chamaejasme,2022,sedges_6,289.4,yak_1,June
2,pika,No S. chamaejasme,2022,grasses_7,153.6,yak_1,June
2,pika,No S. chamaejasme,2022,forbs_8,82.6,yak_1,June
2,pika,No S. chamaejasme,2022,total_9,525.6,yak_1,June
2,pika,No S. chamaejasme,2022,sedges_10,211.6,yak_2,June
2,pika,No S. chamaejasme,2022,grasses_11,68.1,yak_2,June
2,pika,No S. chamaejasme,2022,forbs_12,122.6,yak_2,June
2,pika,No S. chamaejasme,2022,total_13,402.3,yak_2,June
2,pika,No S. chamaejasme,2022,sedges_14,268.7,yak_1,July
2,pika,No S. chamaejasme,2022,grasses_15,137.6,yak_1,July
2,pika,No S. chamaejasme,2022,forbs_16,124.9,yak_1,July
2,pika,No S. chamaejasme,2022,total_17,531.2,yak_1,July
2,pika,No S. chamaejasme,2022,sedges_18,205.3,yak_2,July
2,pika,No S. chamaejasme,2022,grasses_19,100,yak_2,July
2,pika,No S. chamaejasme,2022,forbs_20,104.4,yak_2,July
2,pika,No S. chamaejasme,2022,total_21,409.8,yak_2,July
2,pika,No S. chamaejasme,2022,sedges_22,254.7,yak_1,August
2,pika,No S. chamaejasme,2022,grasses_23,161.3,yak_1,August
2,pika,No S. chamaejasme,2022,forbs_24,129.8,yak_1,August
2,pika,No S. chamaejasme,2022,total_25,545.8,yak_1,August
2,pika,No S. chamaejasme,2022,sedges_26,298.7,yak_1,August
2,pika,No S. chamaejasme,2022,grasses_27,129.6,yak_1,August
2,pika,No S. chamaejasme,2022,forbs_28,144.2,yak_1,August
2,pika,No S. chamaejasme,2022,total_29,572.4,yak_1,August
3,pika,No S. chamaejasme,2022,sedges_6,267.8,yak_1,June
3,pika,No S. chamaejasme,2022,grasses_7,102.7,yak_1,June
3,pika,No S. chamaejasme,2022,forbs_8,77.9,yak_1,June
3,pika,No S. chamaejasme,2022,total_9,448.4,yak_1,June
3,pika,No S. chamaejasme,2022,sedges_10,318.4,yak_2,June
3,pika,No S. chamaejasme,2022,grasses_11,171.6,yak_2,June
3,pika,No S. chamaejasme,2022,forbs_12,143,yak_2,June
3,pika,No S. chamaejasme,2022,total_13,633,yak_2,June
3,pika,No S. chamaejasme,2022,sedges_14,284.9,yak_1,July
3,pika,No S. chamaejasme,2022,grasses_15,124,yak_1,July
3,pika,No S. chamaejasme,2022,forbs_16,21.2,yak_1,July
3,pika,No S. chamaejasme,2022,total_17,430.1,yak_1,July
3,pika,No S. chamaejasme,2022,sedges_18,336.6,yak_2,July
3,pika,No S. chamaejasme,2022,grasses_19,163.1,yak_2,July
3,pika,No S. chamaejasme,2022,forbs_20,81,yak_2,July
3,pika,No S. chamaejasme,2022,total_21,580.7,yak_2,July
3,pika,No S. chamaejasme,2022,sedges_22,350.8,yak_1,August
3,pika,No S. chamaejasme,2022,grasses_23,153.3,yak_1,August
3,pika,No S. chamaejasme,2022,forbs_24,101.1,yak_1,August
3,pika,No S. chamaejasme,2022,total_25,605.2,yak_1,August
3,pika,No S. chamaejasme,2022,sedges_26,363.8,yak_1,August
3,pika,No S. chamaejasme,2022,grasses_27,158.7,yak_1,August
3,pika,No S. chamaejasme,2022,forbs_28,153.5,yak_1,August
3,pika,No S. chamaejasme,2022,total_29,675.9,yak_1,August
4,pika,No S. chamaejasme,2022,sedges_6,253,yak_1,June
4,pika,No S. chamaejasme,2022,grasses_7,128.2,yak_1,June
4,pika,No S. chamaejasme,2022,forbs_8,72.8,yak_1,June
4,pika,No S. chamaejasme,2022,total_9,454,yak_1,June
4,pika,No S. chamaejasme,2022,sedges_10,323.1,yak_2,June
4,pika,No S. chamaejasme,2022,grasses_11,180.3,yak_2,June
4,pika,No S. chamaejasme,2022,forbs_12,102.9,yak_2,June
4,pika,No S. chamaejasme,2022,total_13,606.3,yak_2,June
4,pika,No S. chamaejasme,2022,sedges_14,302.3,yak_1,July
4,pika,No S. chamaejasme,2022,grasses_15,118.8,yak_1,July
4,pika,No S. chamaejasme,2022,forbs_16,33.6,yak_1,July
4,pika,No S. chamaejasme,2022,total_17,454.8,yak_1,July
4,pika,No S. chamaejasme,2022,sedges_18,204.7,yak_2,July
4,pika,No S. chamaejasme,2022,grasses_19,218,yak_2,July
4,pika,No S. chamaejasme,2022,forbs_20,48.4,yak_2,July
4,pika,No S. chamaejasme,2022,total_21,471.1,yak_2,July
4,pika,No S. chamaejasme,2022,sedges_22,242.6,yak_1,August
4,pika,No S. chamaejasme,2022,grasses_23,227.1,yak_1,August
4,pika,No S. chamaejasme,2022,forbs_24,110.7,yak_1,August
4,pika,No S. chamaejasme,2022,total_25,580.3,yak_1,August
4,pika,No S. chamaejasme,2022,sedges_26,301.9,yak_1,August
4,pika,No S. chamaejasme,2022,grasses_27,196.9,yak_1,August
4,pika,No S. chamaejasme,2022,forbs_28,182.9,yak_1,August
4,pika,No S. chamaejasme,2022,total_29,681.8,yak_1,August
1,no pika,S. chamaejasme,2022,sedges_6,157.3,yak_1,June
1,no pika,S. chamaejasme,2022,grasses_7,78.8,yak_1,June
1,no pika,S. chamaejasme,2022,forbs_8,104.8,yak_1,June
1,no pika,S. chamaejasme,2022,total_9,340.8,yak_1,June
1,no pika,S. chamaejasme,2022,sedges_10,213.1,yak_2,June
1,no pika,S. chamaejasme,2022,grasses_11,98.3,yak_2,June
1,no pika,S. chamaejasme,2022,forbs_12,86.6,yak_2,June
1,no pika,S. chamaejasme,2022,total_13,406.3,yak_2,June
1,no pika,S. chamaejasme,2022,sedges_14,152.3,yak_1,July
1,no pika,S. chamaejasme,2022,grasses_15,88.1,yak_1,July
1,no pika,S. chamaejasme,2022,forbs_16,109.6,yak_1,July
1,no pika,S. chamaejasme,2022,total_17,349.9,yak_1,July
1,no pika,S. chamaejasme,2022,sedges_18,309.1,yak_2,July
1,no pika,S. chamaejasme,2022,grasses_19,114.7,yak_2,July
1,no pika,S. chamaejasme,2022,forbs_20,101.3,yak_2,July
1,no pika,S. chamaejasme,2022,total_21,525,yak_2,July
1,no pika,S. chamaejasme,2022,sedges_22,264.4,yak_1,August
1,no pika,S. chamaejasme,2022,grasses_23,108.8,yak_1,August
1,no pika,S. chamaejasme,2022,forbs_24,112,yak_1,August
1,no pika,S. chamaejasme,2022,total_25,485.3,yak_1,August
1,no pika,S. chamaejasme,2022,sedges_26,193,yak_1,August
1,no pika,S. chamaejasme,2022,grasses_27,93.8,yak_1,August
1,no pika,S. chamaejasme,2022,forbs_28,125.3,yak_1,August
1,no pika,S. chamaejasme,2022,total_29,412.1,yak_1,August
2,no pika,S. chamaejasme,2022,sedges_6,245.3,yak_1,June
2,no pika,S. chamaejasme,2022,grasses_7,61.3,yak_1,June
2,no pika,S. chamaejasme,2022,forbs_8,122.3,yak_1,June
2,no pika,S. chamaejasme,2022,total_9,429,yak_1,June
2,no pika,S. chamaejasme,2022,sedges_10,118.6,yak_2,June
2,no pika,S. chamaejasme,2022,grasses_11,108,yak_2,June
2,no pika,S. chamaejasme,2022,forbs_12,143.8,yak_2,June
2,no pika,S. chamaejasme,2022,total_13,370.3,yak_2,June
2,no pika,S. chamaejasme,2022,sedges_14,244.8,yak_1,July
2,no pika,S. chamaejasme,2022,grasses_15,92,yak_1,July
2,no pika,S. chamaejasme,2022,forbs_16,74.1,yak_1,July
2,no pika,S. chamaejasme,2022,total_17,410.9,yak_1,July
2,no pika,S. chamaejasme,2022,sedges_18,205.4,yak_2,July
2,no pika,S. chamaejasme,2022,grasses_19,70.7,yak_2,July
2,no pika,S. chamaejasme,2022,forbs_20,88.3,yak_2,July
2,no pika,S. chamaejasme,2022,total_21,364.3,yak_2,July
2,no pika,S. chamaejasme,2022,sedges_22,206.8,yak_1,August
2,no pika,S. chamaejasme,2022,grasses_23,80.6,yak_1,August
2,no pika,S. chamaejasme,2022,forbs_24,64.6,yak_1,August
2,no pika,S. chamaejasme,2022,total_25,351.9,yak_1,August
2,no pika,S. chamaejasme,2022,sedges_26,285.1,yak_1,August
2,no pika,S. chamaejasme,2022,grasses_27,77.3,yak_1,August
2,no pika,S. chamaejasme,2022,forbs_28,123.3,yak_1,August
2,no pika,S. chamaejasme,2022,total_29,485.7,yak_1,August
3,no pika,S. chamaejasme,2022,sedges_6,111.8,yak_1,June
3,no pika,S. chamaejasme,2022,grasses_7,115,yak_1,June
3,no pika,S. chamaejasme,2022,forbs_8,113.3,yak_1,June
3,no pika,S. chamaejasme,2022,total_9,340,yak_1,June
3,no pika,S. chamaejasme,2022,sedges_10,173.8,yak_2,June
3,no pika,S. chamaejasme,2022,grasses_11,133.3,yak_2,June
3,no pika,S. chamaejasme,2022,forbs_12,47.3,yak_2,June
3,no pika,S. chamaejasme,2022,total_13,354.3,yak_2,June
3,no pika,S. chamaejasme,2022,sedges_14,156.6,yak_1,July
3,no pika,S. chamaejasme,2022,grasses_15,167.6,yak_1,July
3,no pika,S. chamaejasme,2022,forbs_16,114.6,yak_1,July
3,no pika,S. chamaejasme,2022,total_17,438.8,yak_1,July
3,no pika,S. chamaejasme,2022,sedges_18,223.6,yak_2,July
3,no pika,S. chamaejasme,2022,grasses_19,124,yak_2,July
3,no pika,S. chamaejasme,2022,forbs_20,99.4,yak_2,July
3,no pika,S. chamaejasme,2022,total_21,447,yak_2,July
3,no pika,S. chamaejasme,2022,sedges_22,169.1,yak_1,August
3,no pika,S. chamaejasme,2022,grasses_23,125.3,yak_1,August
3,no pika,S. chamaejasme,2022,forbs_24,45.2,yak_1,August
3,no pika,S. chamaejasme,2022,total_25,339.6,yak_1,August
3,no pika,S. chamaejasme,2022,sedges_26,192.3,yak_1,August
3,no pika,S. chamaejasme,2022,grasses_27,135.3,yak_1,August
3,no pika,S. chamaejasme,2022,forbs_28,58.5,yak_1,August
3,no pika,S. chamaejasme,2022,total_29,386.1,yak_1,August
4,no pika,S. chamaejasme,2022,sedges_6,143.8,yak_1,June
4,no pika,S. chamaejasme,2022,grasses_7,69.3,yak_1,June
4,no pika,S. chamaejasme,2022,forbs_8,143.6,yak_1,June
4,no pika,S. chamaejasme,2022,total_9,356.7,yak_1,June
4,no pika,S. chamaejasme,2022,sedges_10,106.7,yak_2,June
4,no pika,S. chamaejasme,2022,grasses_11,76,yak_2,June
4,no pika,S. chamaejasme,2022,forbs_12,124.7,yak_2,June
4,no pika,S. chamaejasme,2022,total_13,307.3,yak_2,June
4,no pika,S. chamaejasme,2022,sedges_14,116,yak_1,July
4,no pika,S. chamaejasme,2022,grasses_15,96.3,yak_1,July
4,no pika,S. chamaejasme,2022,forbs_16,61.8,yak_1,July
4,no pika,S. chamaejasme,2022,total_17,274.2,yak_1,July
4,no pika,S. chamaejasme,2022,sedges_18,126,yak_2,July
4,no pika,S. chamaejasme,2022,grasses_19,105.1,yak_2,July
4,no pika,S. chamaejasme,2022,forbs_20,73.1,yak_2,July
4,no pika,S. chamaejasme,2022,total_21,304.2,yak_2,July
4,no pika,S. chamaejasme,2022,sedges_22,154.3,yak_1,August
4,no pika,S. chamaejasme,2022,grasses_23,93.8,yak_1,August
4,no pika,S. chamaejasme,2022,forbs_24,85.1,yak_1,August
4,no pika,S. chamaejasme,2022,total_25,333.1,yak_1,August
4,no pika,S. chamaejasme,2022,sedges_26,139.2,yak_1,August
4,no pika,S. chamaejasme,2022,grasses_27,180.1,yak_1,August
4,no pika,S. chamaejasme,2022,forbs_28,84.8,yak_1,August
4,no pika,S. chamaejasme,2022,total_29,404,yak_1,August
1,pika,S. chamaejasme,2022,sedges_6,236.1,yak_1,June
1,pika,S. chamaejasme,2022,grasses_7,103.3,yak_1,June
1,pika,S. chamaejasme,2022,forbs_8,96,yak_1,June
1,pika,S. chamaejasme,2022,total_9,435.3,yak_1,June
1,pika,S. chamaejasme,2022,sedges_10,238.4,yak_2,June
1,pika,S. chamaejasme,2022,grasses_11,163.8,yak_2,June
1,pika,S. chamaejasme,2022,forbs_12,116.6,yak_2,June
1,pika,S. chamaejasme,2022,total_13,518.8,yak_2,June
1,pika,S. chamaejasme,2022,sedges_14,348.7,yak_1,July
1,pika,S. chamaejasme,2022,grasses_15,155.7,yak_1,July
1,pika,S. chamaejasme,2022,forbs_16,188.9,yak_1,July
1,pika,S. chamaejasme,2022,total_17,693.3,yak_1,July
1,pika,S. chamaejasme,2022,sedges_18,265.1,yak_2,July
1,pika,S. chamaejasme,2022,grasses_19,156,yak_2,July
1,pika,S. chamaejasme,2022,forbs_20,59.6,yak_2,July
1,pika,S. chamaejasme,2022,total_21,480.7,yak_2,July
1,pika,S. chamaejasme,2022,sedges_22,307,yak_1,August
1,pika,S. chamaejasme,2022,grasses_23,163.6,yak_1,August
1,pika,S. chamaejasme,2022,forbs_24,80.6,yak_1,August
1,pika,S. chamaejasme,2022,total_25,551.2,yak_1,August
1,pika,S. chamaejasme,2022,sedges_26,296.9,yak_1,August
1,pika,S. chamaejasme,2022,grasses_27,122.7,yak_1,August
1,pika,S. chamaejasme,2022,forbs_28,122.1,yak_1,August
1,pika,S. chamaejasme,2022,total_29,541.7,yak_1,August
2,pika,S. chamaejasme,2022,sedges_6,215.9,yak_1,June
2,pika,S. chamaejasme,2022,grasses_7,162.7,yak_1,June
2,pika,S. chamaejasme,2022,forbs_8,85.7,yak_1,June
2,pika,S. chamaejasme,2022,total_9,464.3,yak_1,June
2,pika,S. chamaejasme,2022,sedges_10,268.6,yak_2,June
2,pika,S. chamaejasme,2022,grasses_11,120.9,yak_2,June
2,pika,S. chamaejasme,2022,forbs_12,128.1,yak_2,June
2,pika,S. chamaejasme,2022,total_13,517.6,yak_2,June
2,pika,S. chamaejasme,2022,sedges_14,273.4,yak_1,July
2,pika,S. chamaejasme,2022,grasses_15,180.6,yak_1,July
2,pika,S. chamaejasme,2022,forbs_16,115.1,yak_1,July
2,pika,S. chamaejasme,2022,total_17,569.1,yak_1,July
2,pika,S. chamaejasme,2022,sedges_18,280.8,yak_2,July
2,pika,S. chamaejasme,2022,grasses_19,181.3,yak_2,July
2,pika,S. chamaejasme,2022,forbs_20,89.8,yak_2,July
2,pika,S. chamaejasme,2022,total_21,551.9,yak_2,July
2,pika,S. chamaejasme,2022,sedges_22,343.8,yak_1,August
2,pika,S. chamaejasme,2022,grasses_23,142.7,yak_1,August
2,pika,S. chamaejasme,2022,forbs_24,72,yak_1,August
2,pika,S. chamaejasme,2022,total_25,558.4,yak_1,August
2,pika,S. chamaejasme,2022,sedges_26,352,yak_1,August
2,pika,S. chamaejasme,2022,grasses_27,140.8,yak_1,August
2,pika,S. chamaejasme,2022,forbs_28,77.3,yak_1,August
2,pika,S. chamaejasme,2022,total_29,570.1,yak_1,August
3,pika,S. chamaejasme,2022,sedges_6,206.3,yak_1,June
3,pika,S. chamaejasme,2022,grasses_7,127.1,yak_1,June
3,pika,S. chamaejasme,2022,forbs_8,56.3,yak_1,June
3,pika,S. chamaejasme,2022,total_9,389.6,yak_1,June
3,pika,S. chamaejasme,2022,sedges_10,222.3,yak_2,June
3,pika,S. chamaejasme,2022,grasses_11,230,yak_2,June
3,pika,S. chamaejasme,2022,forbs_12,65.5,yak_2,June
3,pika,S. chamaejasme,2022,total_13,517.8,yak_2,June
3,pika,S. chamaejasme,2022,sedges_14,235.4,yak_1,July
3,pika,S. chamaejasme,2022,grasses_15,110.3,yak_1,July
3,pika,S. chamaejasme,2022,forbs_16,40.4,yak_1,July
3,pika,S. chamaejasme,2022,total_17,386.1,yak_1,July
3,pika,S. chamaejasme,2022,sedges_18,263.8,yak_2,July
3,pika,S. chamaejasme,2022,grasses_19,158,yak_2,July
3,pika,S. chamaejasme,2022,forbs_20,70.8,yak_2,July
3,pika,S. chamaejasme,2022,total_21,492.6,yak_2,July
3,pika,S. chamaejasme,2022,sedges_22,246.9,yak_1,August
3,pika,S. chamaejasme,2022,grasses_23,134.6,yak_1,August
3,pika,S. chamaejasme,2022,forbs_24,118.9,yak_1,August
3,pika,S. chamaejasme,2022,total_25,500.4,yak_1,August
3,pika,S. chamaejasme,2022,sedges_26,369.3,yak_1,August
3,pika,S. chamaejasme,2022,grasses_27,102.3,yak_1,August
3,pika,S. chamaejasme,2022,forbs_28,85.6,yak_1,August
3,pika,S. chamaejasme,2022,total_29,557.1,yak_1,August
4,pika,S. chamaejasme,2022,sedges_6,288.1,yak_1,June
4,pika,S. chamaejasme,2022,grasses_7,118.3,yak_1,June
4,pika,S. chamaejasme,2022,forbs_8,113.4,yak_1,June
4,pika,S. chamaejasme,2022,total_9,519.8,yak_1,June
4,pika,S. chamaejasme,2022,sedges_10,303.8,yak_2,June
4,pika,S. chamaejasme,2022,grasses_11,127.3,yak_2,June
4,pika,S. chamaejasme,2022,forbs_12,160.4,yak_2,June
4,pika,S. chamaejasme,2022,total_13,591.5,yak_2,June
4,pika,S. chamaejasme,2022,sedges_14,303,yak_1,July
4,pika,S. chamaejasme,2022,grasses_15,172.3,yak_1,July
4,pika,S. chamaejasme,2022,forbs_16,96,yak_1,July
4,pika,S. chamaejasme,2022,total_17,571.3,yak_1,July
4,pika,S. chamaejasme,2022,sedges_18,162.9,yak_2,July
4,pika,S. chamaejasme,2022,grasses_19,145.3,yak_2,July
4,pika,S. chamaejasme,2022,forbs_20,37.7,yak_2,July
4,pika,S. chamaejasme,2022,total_21,345.9,yak_2,July
4,pika,S. chamaejasme,2022,sedges_22,337.3,yak_1,August
4,pika,S. chamaejasme,2022,grasses_23,118.9,yak_1,August
4,pika,S. chamaejasme,2022,forbs_24,88,yak_1,August
4,pika,S. chamaejasme,2022,total_25,544.3,yak_1,August
4,pika,S. chamaejasme,2022,sedges_26,229.6,yak_1,August
4,pika,S. chamaejasme,2022,grasses_27,140.8,yak_1,August
4,pika,S. chamaejasme,2022,forbs_28,61.6,yak_1,August
4,pika,S. chamaejasme,2022,total_29,432,yak_1,August
1,no pika,No S. chamaejasme,2023,sedges_6,321.4,yak_1,June
1,no pika,No S. chamaejasme,2023,grasses_7,110.7,yak_1,June
1,no pika,No S. chamaejasme,2023,forbs_8,82.7,yak_1,June
1,no pika,No S. chamaejasme,2023,total_9,514.8,yak_1,June
1,no pika,No S. chamaejasme,2023,sedges_10,371.8,yak_2,June
1,no pika,No S. chamaejasme,2023,grasses_11,211.3,yak_2,June
1,no pika,No S. chamaejasme,2023,forbs_12,63.3,yak_2,June
1,no pika,No S. chamaejasme,2023,total_13,646.3,yak_2,June
1,no pika,No S. chamaejasme,2023,sedges_14,348.9,yak_1,July
1,no pika,No S. chamaejasme,2023,grasses_15,126.6,yak_1,July
1,no pika,No S. chamaejasme,2023,forbs_16,107.6,yak_1,July
1,no pika,No S. chamaejasme,2023,total_17,583.1,yak_1,July
1,no pika,No S. chamaejasme,2023,sedges_18,260.5,yak_2,July
1,no pika,No S. chamaejasme,2023,grasses_19,179.9,yak_2,July
1,no pika,No S. chamaejasme,2023,forbs_20,69.3,yak_2,July
1,no pika,No S. chamaejasme,2023,total_21,509.8,yak_2,July
1,no pika,No S. chamaejasme,2023,sedges_22,247.8,yak_1,August
1,no pika,No S. chamaejasme,2023,grasses_23,106.9,yak_1,August
1,no pika,No S. chamaejasme,2023,forbs_24,52.1,yak_1,August
1,no pika,No S. chamaejasme,2023,total_25,406.8,yak_1,August
1,no pika,No S. chamaejasme,2023,sedges_26,253.4,yak_1,August
