block,pika_treatment,posion_plant_treatment,year,plant,forage_efficiency,yak,month
1,no pika,S. chamaejasme,2022,forbs,101.3,B1_AP_yak_2,July
1,no pika,S. chamaejasme,2022,sedges,264.4,B1_AP_yak_1,August
1,no pika,S. chamaejasme,2022,grasses,108.8,B1_AP_yak_1,August
1,no pika,S. chamaejasme,2022,forbs,112,B1_AP_yak_1,August
1,no pika,S. chamaejasme,2022,sedges,193,B1_AP_yak_2,August
1,no pika,S. chamaejasme,2022,grasses,93.8,B1_AP_yak_2,August
1,no pika,S. chamaejasme,2022,forbs,125.3,B1_AP_yak_2,August
2,no pika,S. chamaejasme,2022,sedges,245.3,B2_AP_yak_1,June
2,no pika,S. chamaejasme,2022,grasses,61.3,B2_AP_yak_1,June
2,no pika,S. chamaejasme,2022,forbs,122.3,B2_AP_yak_1,June
2,no pika,S. chamaejasme,2022,sedges,118.6,B2_AP_yak_2,June
2,no pika,S. chamaejasme,2022,grasses,108,B2_AP_yak_2,June
2,no pika,S. chamaejasme,2022,forbs,143.8,B2_AP_yak_2,June
2,no pika,S. chamaejasme,2022,sedges,244.8,B2_AP_yak_1,July
2,no pika,S. chamaejasme,2022,grasses,92,B2_AP_yak_1,July
2,no pika,S. chamaejasme,2022,forbs,74.1,B2_AP_yak_1,July
2,no pika,S. chamaejasme,2022,sedges,205.4,B2_AP_yak_2,July
2,no pika,S. chamaejasme,2022,grasses,70.7,B2_AP_yak_2,July
2,no pika,S. chamaejasme,2022,forbs,88.3,B2_AP_yak_2,July
2,no pika,S. chamaejasme,2022,sedges,206.8,B2_AP_yak_1,August
2,no pika,S. chamaejasme,2022,grasses,80.6,B2_AP_yak_1,August
2,no pika,S. chamaejasme,2022,forbs,64.6,B2_AP_yak_1,August
2,no pika,S. chamaejasme,2022,sedges,285.1,B2_AP_yak_2,August
2,no pika,S. chamaejasme,2022,grasses,77.3,B2_AP_yak_2,August
2,no pika,S. chamaejasme,2022,forbs,123.3,B2_AP_yak_2,August
3,no pika,S. chamaejasme,2022,sedges,111.8,B3_AP_yak_1,June
3,no pika,S. chamaejasme,2022,grasses,115,B3_AP_yak_1,June
3,no pika,S. chamaejasme,2022,forbs,113.3,B3_AP_yak_1,June
3,no pika,S. chamaejasme,2022,sedges,173.8,B3_AP_yak_2,June
3,no pika,S. chamaejasme,2022,grasses,133.3,B3_AP_yak_2,June
3,no pika,S. chamaejasme,2022,forbs,47.3,B3_AP_yak_2,June
3,no pika,S. chamaejasme,2022,sedges,156.6,B3_AP_yak_1,July
3,no pika,S. chamaejasme,2022,grasses,167.6,B3_AP_yak_1,July
3,no pika,S. chamaejasme,2022,forbs,114.6,B3_AP_yak_1,July
3,no pika,S. chamaejasme,2022,sedges,223.6,B3_AP_yak_2,July
3,no pika,S. chamaejasme,2022,grasses,124,B3_AP_yak_2,July
3,no pika,S. chamaejasme,2022,forbs,99.4,B3_AP_yak_2,July
3,no pika,S. chamaejasme,2022,sedges,169.1,B3_AP_yak_1,August
3,no pika,S. chamaejasme,2022,grasses,125.3,B3_AP_yak_1,August
3,no pika,S. chamaejasme,2022,forbs,45.2,B3_AP_yak_1,August
3,no pika,S. chamaejasme,2022,sedges,192.3,B3_AP_yak_2,August
3,no pika,S. chamaejasme,2022,grasses,135.3,B3_AP_yak_2,August
3,no pika,S. chamaejasme,2022,forbs,58.5,B3_AP_yak_2,August
4,no pika,S. chamaejasme,2022,sedges,143.8,B4_AP_yak_1,June
4,no pika,S. chamaejasme,2022,grasses,69.3,B4_AP_yak_1,June
4,no pika,S. chamaejasme,2022,forbs,143.6,B4_AP_yak_1,June
4,no pika,S. chamaejasme,2022,sedges,106.7,B4_AP_yak_2,June
4,no pika,S. chamaejasme,2022,grasses,76,B4_AP_yak_2,June
4,no pika,S. chamaejasme,2022,forbs,124.7,B4_AP_yak_2,June
4,no pika,S. chamaejasme,2022,sedges,116,B4_AP_yak_1,July
4,no pika,S. chamaejasme,2022,grasses,96.3,B4_AP_yak_1,July
4,no pika,S. chamaejasme,2022,forbs,61.8,B4_AP_yak_1,July
4,no pika,S. chamaejasme,2022,sedges,126,B4_AP_yak_2,July
4,no pika,S. chamaejasme,2022,grasses,105.1,B4_AP_yak_2,July
4,no pika,S. chamaejasme,2022,forbs,73.1,B4_AP_yak_2,July
4,no pika,S. chamaejasme,2022,sedges,154.3,B4_AP_yak_1,August
4,no pika,S. chamaejasme,2022,grasses,93.8,B4_AP_yak_1,August
4,no pika,S. chamaejasme,2022,forbs,85.1,B4_AP_yak_1,August
4,no pika,S. chamaejasme,2022,sedges,139.2,B4_AP_yak_2,August
4,no pika,S. chamaejasme,2022,grasses,180.1,B4_AP_yak_2,August
4,no pika,S. chamaejasme,2022,forbs,84.8,B4_AP_yak_2,August
1,pika,S. chamaejasme,2022,sedges,236.1,B1_PP_yak_1,June
1,pika,S. chamaejasme,2022,grasses,103.3,B1_PP_yak_1,June
1,pika,S. chamaejasme,2022,forbs,96,B1_PP_yak_1,June
1,pika,S. chamaejasme,2022,sedges,238.4,B1_PP_yak_2,June
1,pika,S. chamaejasme,2022,grasses,163.8,B1_PP_yak_2,June
1,pika,S. chamaejasme,2022,forbs,116.6,B1_PP_yak_2,June
1,pika,S. chamaejasme,2022,sedges,348.7,B1_PP_yak_1,July
1,pika,S. chamaejasme,2022,grasses,155.7,B1_PP_yak_1,July
1,pika,S. chamaejasme,2022,forbs,188.9,B1_PP_yak_1,July
1,pika,S. chamaejasme,2022,sedges,265.1,B1_PP_yak_2,July
1,pika,S. chamaejasme,2022,grasses,156,B1_PP_yak_2,July
1,pika,S. chamaejasme,2022,forbs,59.6,B1_PP_yak_2,July
1,pika,S. chamaejasme,2022,sedges,307,B1_PP_yak_1,August
1,pika,S. chamaejasme,2022,grasses,163.6,B1_PP_yak_1,August
1,pika,S. chamaejasme,2022,forbs,80.6,B1_PP_yak_1,August
1,pika,S. chamaejasme,2022,sedges,296.9,B1_PP_yak_2,August
1,pika,S. chamaejasme,2022,grasses,122.7,B1_PP_yak_2,August
1,pika,S. chamaejasme,2022,forbs,122.1,B1_PP_yak_2,August
2,pika,S. chamaejasme,2022,sedges,215.9,B2_PP_yak_1,June
2,pika,S. chamaejasme,2022,grasses,162.7,B2_PP_yak_1,June
2,pika,S. chamaejasme,2022,forbs,85.7,B2_PP_yak_1,June
2,pika,S. chamaejasme,2022,sedges,268.6,B2_PP_yak_2,June
2,pika,S. chamaejasme,2022,grasses,120.9,B2_PP_yak_2,June
2,pika,S. chamaejasme,2022,forbs,128.1,B2_PP_yak_2,June
2,pika,S. chamaejasme,2022,sedges,273.4,B2_PP_yak_1,July
2,pika,S. chamaejasme,2022,grasses,180.6,B2_PP_yak_1,July
2,pika,S. chamaejasme,2022,forbs,115.1,B2_PP_yak_1,July
2,pika,S. chamaejasme,2022,sedges,280.8,B2_PP_yak_2,July
2,pika,S. chamaejasme,2022,grasses,181.3,B2_PP_yak_2,July
2,pika,S. chamaejasme,2022,forbs,89.8,B2_PP_yak_2,July
2,pika,S. chamaejasme,2022,sedges,343.8,B2_PP_yak_1,August
2,pika,S. chamaejasme,2022,grasses,142.7,B2_PP_yak_1,August
2,pika,S. chamaejasme,2022,forbs,72,B2_PP_yak_1,August
2,pika,S. chamaejasme,2022,sedges,352,B2_PP_yak_2,August
2,pika,S. chamaejasme,2022,grasses,140.8,B2_PP_yak_2,August
2,pika,S. chamaejasme,2022,forbs,77.3,B2_PP_yak_2,August
3,pika,S. chamaejasme,2022,sedges,206.3,B3_PP_yak_1,June
3,pika,S. chamaejasme,2022,grasses,127.1,B3_PP_yak_1,June
3,pika,S. chamaejasme,2022,forbs,56.3,B3_PP_yak_1,June
3,pika,S. chamaejasme,2022,sedges,222.3,B3_PP_yak_2,June
3,pika,S. chamaejasme,2022,grasses,230,B3_PP_yak_2,June
3,pika,S. chamaejasme,2022,forbs,65.5,B3_PP_yak_2,June
3,pika,S. chamaejasme,2022,sedges,235.4,B3_PP_yak_1,July
3,pika,S. chamaejasme,2022,grasses,110.3,B3_PP_yak_1,July
3,pika,S. chamaejasme,2022,forbs,40.4,B3_PP_yak_1,July
3,pika,S. chamaejasme,2022,sedges,263.8,B3_PP_yak_2,July
3,pika,S. chamaejasme,2022,grasses,158,B3_PP_yak_2,July
3,pika,S. chamaejasme,2022,forbs,70.8,B3_PP_yak_2,July
3,pika,S. chamaejasme,2022,sedges,246.9,B3_PP_yak_1,August
3,pika,S. chamaejasme,2022,grasses,134.6,B3_PP_yak_1,August
3,pika,S. chamaejasme,2022,forbs,118.9,B3_PP_yak_1,August
3,pika,S. chamaejasme,2022,sedges,369.3,B3_PP_yak_2,August
3,pika,S. chamaejasme,2022,grasses,102.3,B3_PP_yak_2,August
3,pika,S. chamaejasme,2022,forbs,85.6,B3_PP_yak_2,August
4,pika,S. chamaejasme,2022,sedges,288.1,B4_PP_yak_1,June
4,pika,S. chamaejasme,2022,grasses,118.3,B4_PP_yak_1,June
4,pika,S. chamaejasme,2022,forbs,113.4,B4_PP_yak_1,June
4,pika,S. chamaejasme,2022,sedges,303.8,B4_PP_yak_2,June
4,pika,S. chamaejasme,2022,grasses,127.3,B4_PP_yak_2,June
4,pika,S. chamaejasme,2022,forbs,160.4,B4_PP_yak_2,June
4,pika,S. chamaejasme,2022,sedges,303,B4_PP_yak_1,July
4,pika,S. chamaejasme,2022,grasses,172.3,B4_PP_yak_1,July
4,pika,S. chamaejasme,2022,forbs,96,B4_PP_yak_1,July
4,pika,S. chamaejasme,2022,sedges,162.9,B4_PP_yak_2,July
4,pika,S. chamaejasme,2022,grasses,145.3,B4_PP_yak_2,July
4,pika,S. chamaejasme,2022,forbs,37.7,B4_PP_yak_2,July
4,pika,S. chamaejasme,2022,sedges,337.3,B4_PP_yak_1,August
4,pika,S. chamaejasme,2022,grasses,118.9,B4_PP_yak_1,August
4,pika,S. chamaejasme,2022,forbs,88,B4_PP_yak_1,August
4,pika,S. chamaejasme,2022,sedges,229.6,B4_PP_yak_2,August
4,pika,S. chamaejasme,2022,grasses,140.8,B4_PP_yak_2,August
4,pika,S. chamaejasme,2022,forbs,61.6,B4_PP_yak_2,August
1,no pika,No S. chamaejasme,2023,sedges,321.4,B1_AA_yak_1,June
1,no pika,No S. chamaejasme,2023,grasses,110.7,B1_AA_yak_1,June
1,no pika,No S. chamaejasme,2023,forbs,82.7,B1_AA_yak_1,June
1,no pika,No S. chamaejasme,2023,sedges,371.8,B1_AA_yak_2,June
1,no pika,No S. chamaejasme,2023,grasses,211.3,B1_AA_yak_2,June
1,no pika,No S. chamaejasme,2023,forbs,63.3,B1_AA_yak_2,June
1,no pika,No S. chamaejasme,2023,sedges,348.9,B1_AA_yak_1,July
1,no pika,No S. chamaejasme,2023,grasses,126.6,B1_AA_yak_1,July
1,no pika,No S. chamaejasme,2023,forbs,107.6,B1_AA_yak_1,July
1,no pika,No S. chamaejasme,2023,sedges,260.5,B1_AA_yak_2,July
1,no pika,No S. chamaejasme,2023,grasses,179.9,B1_AA_yak_2,July
1,no pika,No S. chamaejasme,2023,forbs,69.3,B1_AA_yak_2,July
1,no pika,No S. chamaejasme,2023,sedges,247.8,B1_AA_yak_1,August
1,no pika,No S. chamaejasme,2023,grasses,106.9,B1_AA_yak_1,August
1,no pika,No S. chamaejasme,2023,forbs,52.1,B1_AA_yak_1,August
1,no pika,No S. chamaejasme,2023,sedges,253.4,B1_AA_yak_2,August
1,no pika,No S. chamaejasme,2023,grasses,103,B1_AA_yak_2,August
1,no pika,No S. chamaejasme,2023,forbs,98.3,B1_AA_yak_2,August
2,no pika,No S. chamaejasme,2023,sedges,286.3,B2_AA_yak_1,June
2,no pika,No S. chamaejasme,2023,grasses,204.6,B2_AA_yak_1,June
2,no pika,No S. chamaejasme,2023,forbs,72.1,B2_AA_yak_1,June
2,no pika,No S. chamaejasme,2023,sedges,271,B2_AA_yak_2,June
2,no pika,No S. chamaejasme,2023,grasses,249.3,B2_AA_yak_2,June
2,no pika,No S. chamaejasme,2023,forbs,68.6,B2_AA_yak_2,June
2,no pika,No S. chamaejasme,2023,sedges,326.8,B2_AA_yak_1,July
2,no pika,No S. chamaejasme,2023,grasses,152.3,B2_AA_yak_1,July
2,no pika,No S. chamaejasme,2023,forbs,84,B2_AA_yak_1,July
2,no pika,No S. chamaejasme,2023,sedges,297.3,B2_AA_yak_2,July
2,no pika,No S. chamaejasme,2023,grasses,198.7,B2_AA_yak_2,July
2,no pika,No S. chamaejasme,2023,forbs,101.3,B2_AA_yak_2,July
2,no pika,No S. chamaejasme,2023,sedges,295.5,B2_AA_yak_1,August
2,no pika,No S. chamaejasme,2023,grasses,195.8,B2_AA_yak_1,August
2,no pika,No S. chamaejasme,2023,forbs,69.1,B2_AA_yak_1,August
2,no pika,No S. chamaejasme,2023,sedges,210.8,B2_AA_yak_2,August
2,no pika,No S. chamaejasme,2023,grasses,145.4,B2_AA_yak_2,August
2,no pika,No S. chamaejasme,2023,forbs,65.3,B2_AA_yak_2,August
3,no pika,No S. chamaejasme,2023,sedges,243.4,B3_AA_yak_1,June
3,no pika,No S. chamaejasme,2023,grasses,71.7,B3_AA_yak_1,June
3,no pika,No S. chamaejasme,2023,forbs,103,B3_AA_yak_1,June
3,no pika,No S. chamaejasme,2023,sedges,344.6,B3_AA_yak_2,June
3,no pika,No S. chamaejasme,2023,grasses,113.8,B3_AA_yak_2,June
3,no pika,No S. chamaejasme,2023,forbs,102.1,B3_AA_yak_2,June
3,no pika,No S. chamaejasme,2023,sedges,427.9,B3_AA_yak_1,July
3,no pika,No S. chamaejasme,2023,grasses,120,B3_AA_yak_1,July
3,no pika,No S. chamaejasme,2023,forbs,52.3,B3_AA_yak_1,July
3,no pika,No S. chamaejasme,2023,sedges,247.3,B3_AA_yak_2,July
3,no pika,No S. chamaejasme,2023,grasses,209.4,B3_AA_yak_2,July
3,no pika,No S. chamaejasme,2023,forbs,44.1,B3_AA_yak_2,July
3,no pika,No S. chamaejasme,2023,sedges,182.7,B3_AA_yak_1,August
3,no pika,No S. chamaejasme,2023,grasses,310.4,B3_AA_yak_1,August
3,no pika,No S. chamaejasme,2023,forbs,97.3,B3_AA_yak_1,August
3,no pika,No S. chamaejasme,2023,sedges,309.3,B3_AA_yak_2,August
3,no pika,No S. chamaejasme,2023,grasses,180,B3_AA_yak_2,August
3,no pika,No S. chamaejasme,2023,forbs,38.5,B3_AA_yak_2,August
4,no pika,No S. chamaejasme,2023,sedges,254.7,B4_AA_yak_1,June
4,no pika,No S. chamaejasme,2023,grasses,167.7,B4_AA_yak_1,June
4,no pika,No S. chamaejasme,2023,forbs,87.7,B4_AA_yak_1,June
4,no pika,No S. chamaejasme,2023,sedges,195.8,B4_AA_yak_2,June
4,no pika,No S. chamaejasme,2023,grasses,245.9,B4_AA_yak_2,June
4,no pika,No S. chamaejasme,2023,forbs,91.3,B4_AA_yak_2,June
4,no pika,No S. chamaejasme,2023,sedges,410.7,B4_AA_yak_1,July
4,no pika,No S. chamaejasme,2023,grasses,105.8,B4_AA_yak_1,July
4,no pika,No S. chamaejasme,2023,forbs,95.4,B4_AA_yak_1,July
4,no pika,No S. chamaejasme,2023,sedges,180,B4_AA_yak_2,July
4,no pika,No S. chamaejasme,2023,grasses,113.2,B4_AA_yak_2,July
4,no pika,No S. chamaejasme,2023,forbs,123.4,B4_AA_yak_2,July
4,no pika,No S. chamaejasme,2023,sedges,310.1,B4_AA_yak_1,August
4,no pika,No S. chamaejasme,2023,grasses,104,B4_AA_yak_1,August
4,no pika,No S. chamaejasme,2023,forbs,86.8,B4_AA_yak_1,August
